crop,disease,visual_description,treatment,formality
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,8,corn foliage appearing targeted barrage paintball myriad spot scattered around lifeless core distinct perimeter,thorough application fungicide troublesome leaf blight thing past,1
0,8,behold corn leaf acting canvas peculiar blotch resembling spilled coffee stain ebony center well defined outline,require treatment fungicide regain vigor jiffy,1
0,8,corn leaf showcasing peculiar blemish akin splashed mud varying size conveying rather somber demeanor,administering generous spray fungicide undoubtedly revitalize,1
0,8,hey check corn leaf adorned spot reminiscent punched hole except dark spot instead,liberal dose fungicide needed expedite recovery,1
0,8,corn leaf adorned peculiar marking someone decided adorn eccentric shape hue large small uniformly scattered,treatment fungicide remedy rid leaf blight,1
0,8,corn leaf looking pelted myriad paintball spot scattered everywhere lifeless core clear edge,got ta give em solid spray fungicide annoying leaf blight thing past,1
0,8,behold corn leaf playing host peculiar spot resembling spilled coffee stain dark center well defined border,need dose fungicide back shape time,1
0,8,corn leaf rocking peculiar spot splattered mud larger smaller appearing rather forlorn,give em good spray fungicide perk right,1
0,8,yo peep corn leaf covered spot like someone drilled hole em instead dark spot,got ta hit em fungicide bounce back real quick,1
0,8,corn leaf sporting peculiar spot painted eccentric shape hue large small uniformly distributed,dose fungicide need shake leaf blight,1
0,8,corn leaf looking targeted barrage paintball myriad spot scattered around lifeless core distinct perimeter,thorough application fungicide troublesome leaf blight thing past,1
0,8,behold corn leaf acting canvas peculiar blotch resembling spilled coffee stain ebony center well defined outline,require treatment fungicide regain vigor jiffy,1
0,8,corn leaf showcasing peculiar blemish akin splashed mud varying size conveying rather somber demeanor,administering generous spray fungicide undoubtedly revitalize,1
0,8,hey check corn leaf adorned spot reminiscent punched hole except dark spot instead,liberal dose fungicide needed expedite recovery,1
0,8,corn leaf adorned peculiar marking someone decided adorn eccentric shape hue large small uniformly scattered,treatment fungicide remedy rid leaf blight,1
0,8,corn leaf looking pelted myriad paintball spot scattered everywhere lifeless core clear edge,got ta give em solid spray fungicide annoying leaf blight thing past,1
0,8,behold corn leaf playing host peculiar spot resembling spilled coffee stain dark center well defined border,need dose fungicide back shape time,1
0,8,corn leaf rocking peculiar spot splattered mud larger smaller appearing rather forlorn,give em good spray fungicide perk right,1
0,8,yo peep corn leaf covered spot like someone drilled hole em instead dark spot,got ta hit em fungicide bounce back real quick,1
0,8,corn leaf sporting peculiar spot painted eccentric shape hue large small uniformly distributed,dose fungicide need shake leaf blight,1
0,8,corn leaf looking targeted barrage paintball myriad spot scattered around lifeless core distinct perimeter,thorough application fungicide troublesome leaf blight thing past,1
0,8,behold corn leaf acting canvas peculiar blotch resembling spilled coffee stain ebony center well defined outline,require treatment fungicide regain vigor jiffy,1
0,8,corn leaf showcasing peculiar blemish akin splashed mud varying size conveying rather somber demeanor,administering generous spray fungicide undoubtedly revitalize,1
0,8,hey check corn leaf adorned spot reminiscent punched hole except dark spot instead,liberal dose fungicide needed expedite recovery,1
0,8,corn leaf adorned peculiar marking someone decided adorn eccentric shape hue large small uniformly scattered,treatment fungicide remedy rid leaf blight,1
0,8,corn leaf lookin like got hit bunch paintball spot everywhere dead center clear edge,got ta give em good spray fungicide pesky leaf blight history,1
0,8,hey corn leaf playin host funky spot like someone spilled coffee em black center defined border,need dose fungicide back shape time,1
0,8,corn leaf rockin strange spot kinda like got splattered mud spot bigger smaller lookin kinda sad,give em good spray fungicide perk right,1
0,8,yo check corn leaf got spot em like someone punched hole em instead hole dark spot,got ta hit em fungicide bounce back real quick,1
0,8,corn leaf sportin funky spot like someone decided paint em weird shape color spot big small place,dose fungicide need shake leaf blight,1
0,8,whoa corn leaf lookin spotty like caught kind weird disease spot dark center defined edge,got ta spray em fungicide thank,1
0,8,hey seen corn leaf lately covered spot like got freckle somethin spot small big definitely good look,hit em fungicide clear jiffy,1
0,8,check corn leaf playin host funky spot like got hit paintball gun spot big bold others small subtle,need good spray fungicide leaf blight history,1
0,8,corn leaf lookin kinda sad spot em like got fight sprinkle black paint spot sharp defined others blurry messy,spray em fungicide perk right,1
0,8,whoa corn leaf sportin funky spot like got attacked polka dot monster spot big menacing others small harmless,got ta hit em fungicide back green self,1
0,8,seen corn leaf lately got spot em like tryin leopard somethin spot big bold others small shy,good spray fungicide show leaf blight bos,1
0,8,yo corn leaf lookin kinda funky spot em like got hit bunch ink droplet spot dark ominous others light innocent,got ta spray em fungicide back normal,1
0,8,check corn leaf got spot em like playin host party weird shape color spot big bold others small subtle,dose fungicide need kick leaf blight curb,1
0,8,corn leaf lookin kinda rough spot em like tryin sorta modern art masterpiece spot big dramatic others small delicate,got ta hit em fungicide clean real nice,1
0,8,whoa seen corn leaf got spot em like playin host convention weird shape color spot big flashy others small humble,good spray fungicide put leaf blight place,1
0,8,hey check corn leaf covered spot like tryin kinda avant garde masterpiece spot big bold others small understated,need dose fungicide back green self,1
0,8,yo corn leaf lookin kinda funky spot em like got hit bunch black paintball spot sharp defined others soft fuzzy,spray fungicide clear leaf blight time,1
0,8,seen corn leaf covered spot like tryin sorta modern art exhibit spot big dramatic others small subtle,got ta hit em fungicide clean real nice,1
0,8,corn leaf lookin kinda rough spot em like got hit sprinkle black paint spot big bold others small timid,good spray fungicide send leaf blight packin,1
0,8,whoa check corn leaf spotty like tryin kinda trendy fashion statement spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,hey seen corn leaf lately lookin spotty like got hit blast ink spot big dramatic others small delicate,spray fungicide get rid leaf blight jiffy,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta abstract art piece spot big bold others small subtle,got ta hit em fungicide clean real nice,1
0,8,check corn leaf got spot em like tryin kinda funky wallpaper spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,hey check corn leaf lookin spotty like got hit bunch ink droplet spot big bold others small delicate,spray fungicide send leaf blight packin time,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta modern art exhibit spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,seen corn leaf lately covered spot like tryin kinda trendy fashion statement spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,hey check corn leaf lookin spotty like got hit bunch ink droplet spot big bold others small delicate,spray fungicide send leaf blight packin time,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta modern art exhibit spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,seen corn leaf lately covered spot like tryin kinda trendy fashion statement spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,hey check corn leaf lookin spotty like got hit bunch ink droplet spot big bold others small delicate,spray fungicide send leaf blight packin time,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta modern art exhibit spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,seen corn leaf lately covered spot like tryin kinda trendy fashion statement spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,hey check corn leaf lookin spotty like got hit bunch ink droplet spot big bold others small delicate,spray fungicide send leaf blight packin time,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta modern art exhibit spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,seen corn leaf lately covered spot like tryin kinda trendy fashion statement spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,hey check corn leaf lookin spotty like got hit bunch ink droplet spot big bold others small delicate,spray fungicide send leaf blight packin time,1
0,8,yo corn leaf lookin kinda sad spot em like tryin sorta modern art exhibit spot big flashy others small subtle,got ta hit em fungicide clean real nice,1
0,8,seen corn leaf lately covered spot like tryin kinda trendy fashion statement spot big flashy others small understated,good spray fungicide clear leaf blight time,1
0,8,corn leaf lookin kinda rough spot em like got hit bunch ink droplet spot big bold others small timid,dose fungicide get rid leaf blight,1
0,8,whoa seen corn leaf covered spot like tryin kinda trendy fashion statement spot big flashy others small subtle,need good spray fungicide clean real nice,1
0,8,condition manifest irregularly shaped lesion featuring necrotic center sharply defined margin widely distributed across corn foliage,recommended employ targeted fungicidal regimen tailored combat underlying agent leaf blight corn,0
0,8,upon inspection irregularly shaped lesion necrotic center well defined margin evident extensively spread across corn foliage indicating presence leaf blight,effective management involves implementing specific regimen fungicidal application counteract causative agent,0
0,8,characterized irregularly shaped lesion necrotic center distinct margin conspicuously distributed across corn foliage signaling occurrence leaf blight,ensure optimal control recommended initiate targeted regimen fungicidal application specifically designed combat causative agent,0
0,8,examination reveals irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative leaf blight development,effectively addressing issue requires implementing targeted regimen fungicidal application tailored suppress causative agent,0
0,8,presentation condition characterized irregularly shaped lesion necrotic center well defined margin prominently spread across corn foliage indicating presence leaf blight,addressing issue effectively involves initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,manifesting irregularly shaped lesion necrotic center clearly delineated margin widely distributed across corn foliage indicative leaf blight development,advisable address concern initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,presence irregularly shaped lesion necrotic center sharply defined margin extensively spread across corn foliage signifies onset leaf blight,implementing targeted fungicidal regimen tailored mitigate underlying agent recommended effective control,0
0,8,evident irregularly shaped lesion necrotic center distinct margin conspicuously distributed across corn foliage indicative leaf blight,optimal management involves initiating targeted regimen fungicidal application specifically designed counteract causative agent,0
0,8,upon examination irregularly shaped lesion necrotic center clearly delineated margin observed extensively distributed across corn foliage indicating development leaf blight,effectively address issue recommended implement targeted regimen fungicidal application tailored suppress causative agent,0
0,8,characterized irregularly shaped lesion featuring necrotic center sharply defined margin prominently spread across corn foliage suggestive leaf blight presence,addressing concern involves initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,manifestation condition evidenced irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating leaf blight,effective control advisable initiate targeted fungicidal regimen tailored combat underlying agent,0
0,8,presence irregularly shaped lesion necrotic center sharply defined margin extensively distributed across corn foliage indicative leaf blight onset,implementing targeted fungicidal regimen tailored mitigate underlying agent recommended optimal management,0
0,8,evident irregularly shaped lesion necrotic center distinct margin conspicuously distributed across corn foliage indicative leaf blight occurrence,optimal management involves initiating targeted regimen fungicidal application specifically designed counteract causative agent,0
0,8,upon examination irregularly shaped lesion necrotic center sharply defined margin observed extensively distributed across corn foliage indicating leaf blight development,effectively address issue recommended implement targeted regimen fungicidal application tailored suppress causative agent,0
0,8,characterized irregularly shaped lesion featuring necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight presence,addressing concern involves initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,manifestation condition evidenced irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating leaf blight,effective control advisable initiate targeted fungicidal regimen tailored combat underlying agent,0
0,8,presence irregularly shaped lesion necrotic center sharply defined margin extensively distributed across corn foliage indicative leaf blight onset,implementing targeted fungicidal regimen tailored mitigate underlying agent recommended optimal management,0
0,8,evident irregularly shaped lesion necrotic center distinct margin conspicuously distributed across corn foliage indicative leaf blight occurrence,optimal management involves initiating targeted regimen fungicidal application specifically designed counteract causative agent,0
0,8,upon examination irregularly shaped lesion necrotic center sharply defined margin observed extensively distributed across corn foliage indicating leaf blight development,effectively address issue recommended implement targeted regimen fungicidal application tailored suppress causative agent,0
0,8,characterized irregularly shaped lesion featuring necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight presence,addressing concern involves initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,manifestation condition evidenced irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating leaf blight,effective control advisable initiate targeted fungicidal regimen tailored combat underlying agent,0
0,8,presence irregularly shaped lesion necrotic center sharply defined margin extensively distributed across corn foliage indicative leaf blight onset,implementing targeted fungicidal regimen tailored mitigate underlying agent recommended optimal management,0
0,8,evident irregularly shaped lesion necrotic center distinct margin conspicuously distributed across corn foliage indicative leaf blight occurrence,optimal management involves initiating targeted regimen fungicidal application specifically designed counteract causative agent,0
0,8,upon examination irregularly shaped lesion necrotic center sharply defined margin observed extensively distributed across corn foliage indicating leaf blight development,effectively address issue recommended implement targeted regimen fungicidal application tailored suppress causative agent,0
0,8,characterized irregularly shaped lesion featuring necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight presence,addressing concern involves initiating targeted regimen fungicidal application specifically formulated combat causative agent,0
0,8,manifestation condition evidenced presence irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage,advisable implement regimen targeted fungicidal application specifically tailored combat causative agent leaf blight corn,0
0,8,observation reveals presence irregularly shaped lesion necrotic center distinct margin widely spread across corn foliage indicative onset leaf blight,address issue effectively recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition characterized appearance irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage signaling occurrence leaf blight,optimal management advised initiate regimen targeted fungicidal application specifically designed counteract causative agent,0
0,8,examination reveals presence irregularly shaped lesion necrotic center clearly delineated margin extensively distributed across corn foliage indicative development leaf blight,effectively address issue recommended implement regimen targeted fungicidal application tailored suppress causative agent,0
0,8,presentation condition characterized irregularly shaped lesion necrotic center well defined margin prominently spread across corn foliage suggestive presence leaf blight,address concern advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating onset leaf blight,effectively manage issue recommended implement regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently distributed across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended implement regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center well defined margin conspicuously distributed across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon inspection discernible irregularly shaped lesion necrotic center distinct margin extensively distributed across corn foliage indicating presence leaf blight,effectively manage issue recommended adopt regimen targeted fungicidal application tailored eradicate causative agent,0
0,8,condition identifiable presence irregularly shaped lesion necrotic center clearly delineated margin conspicuously spread across corn foliage suggestive leaf blight,address issue proactively advisable initiate regimen targeted fungicidal application specifically designed combat causative agent,0
0,8,upon examination evident irregularly shaped lesion necrotic center well defined margin extensively distributed across corn foliage indicative occurrence leaf blight,effective management recommended adopt regimen targeted fungicidal application tailored mitigate causative agent,0
0,8,presentation condition characterized presence irregularly shaped lesion necrotic center distinct margin prominently spread across corn foliage suggestive leaf blight,address concern comprehensively advisable initiate regimen targeted fungicidal application specifically formulated combat causative agent,0
0,8,observational finding indicate presence irregularly shaped lesion necrotic center clearly delineated margin extensively spread across corn foliage indicative occurrence leaf blight,effective management recommended implement regimen targeted fungicidal application tailored mitigate causative agent,0
1,3,presence early blight potato indicated appearance small circular dot surrounded concentric ring typically dark brown black color spread across leaf,adopting structured approach fungicidal treatment aimed combating pathogen responsible early blight potato advisable,0
1,3,early blight potato characterized emergence small circular lesion decorated concentric ring commonly exhibiting dark brown black color distributed throughout foliage,recommended follow systematic regimen fungicidal treatment targeting pathogen accountable early blight potato,0
1,3,manifestation early blight potato distinguished presence small circular spot adorned concentric ring typically dark brown black hue scattered across foliage,suggested adopt consistent schedule fungicidal treatment focusing pathogen responsible early blight potato,0
1,3,early blight potato present small circular lesion surrounded concentric ring often dark brown black coloration distributed across leaf,implementing structured approach fungicidal treatment specifically directed combating pathogen responsible early blight potato recommended,0
1,3,appearance early blight potato indicated small circular patch adorned concentric ring typically dark brown black appearance spread foliage,advisable establish consistent regimen fungicidal treatment targeting pathogen responsible early blight potato,0
1,3,early blight potato recognizable small circular mark adorned concentric ring often displaying dark brown black hue scattered across foliage,effectively manage condition recommended implement structured plan fungicidal treatment specifically targeting pathogen responsible early blight potato,0
1,3,presence early blight potato indicated small circular dot surrounded concentric ring typically dark brown black color spread across leaf,adopting structured approach fungicidal treatment aimed combating pathogen responsible early blight potato advisable,0
1,3,early blight potato characterized small circular lesion decorated concentric ring commonly exhibiting dark brown black color distributed throughout foliage,recommended follow systematic regimen fungicidal treatment targeting pathogen accountable early blight potato,0
1,3,manifestation early blight potato distinguished small circular spot adorned concentric ring typically dark brown black hue scattered across foliage,suggested adopt consistent schedule fungicidal treatment focusing pathogen responsible early blight potato,0
1,3,early blight potato present small circular lesion surrounded concentric ring often dark brown black coloration distributed across leaf,implementing structured approach fungicidal treatment specifically directed combating pathogen responsible early blight potato recommended,0
1,3,appearance early blight potato indicated small circular patch adorned concentric ring typically dark brown black appearance spread foliage,advisable establish consistent regimen fungicidal treatment targeting pathogen responsible early blight potato,0
